,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt3850590,Krampus,PG-13,56906,6.1,2015,98,15000000,61548707,3,0.5287484493699516
tt3040964,The Jungle Book,PG,246356,7.4,2016,106,175000000,966550600,2,0.5148337024912281
tt1144884,The Final Destination,R,91419,5.2,2009,82,40000000,186167139,3,0.3849755749208633
tt1220634,Resident Evil: Afterlife,R,155634,5.8,2010,96,60000000,300228084,3,0.40371887306238186
tt0838221,The Darjeeling Limited,R,168918,7.2,2007,91,16000000,35078918,1,0.256479749938763
tt0090660,Armed and Dangerous,PG-13,10124,5.7,1986,88,12000000,15945534,1,0.24013199815899575
tt0111512,Jui kuen II,R,40921,7.6,1994,102,10000000,11555430,3,0.2841882749897959
tt0118929,Dark City,R,179927,7.6,1998,100,27000000,27200316,1,0.21432081453703705
tt0990407,The Green Hornet,PG-13,150284,5.8,2011,119,120000000,227817248,1,0.3036144486877278
tt0790804,The Comebacks,R,10799,4.3,2007,84,20000000,13539154,NotAvailable,0.3182464518942641
tt0095159,A Fish Called Wanda,R,124642,7.5,1988,108,7500000,62493712,3,0.28181722560260586
tt0139654,Training Day,R,364572,7.7,2001,122,45000000,104876233,1,0.2428058666
tt3783958,La La Land,PG-13,454917,8.0,2016,128,30000000,446092357,3,0.5140949048802396
tt6806448,Fast & Furious Presents: Hobbs & Shaw,PG-13,113895,6.5,2019,137,200000000,758910100,2,0.3765459355317655
tt0120844,Star Trek: Insurrection,PG,66495,6.4,1998,103,58000000,112587658,3,0.2262462475965517
tt0176783,Gossip,R,13913,5.9,2000,90,24000000,12591270,NotAvailable,0.3864325009090909
tt0264761,Kissing Jessica Stein,R,15483,6.4,2001,97,1000000,10013424,3,0.4493806240540541
tt0265651,Ripley's Game,R,16530,6.6,2002,110,30000000,6200970,1,0.2638829576988723
tt0109493,The Cowboy Way,PG-13,7369,5.9,1994,102,35000000,20280016,NotAvailable,0.21809366410891087
tt0112384,Apollo 13,PG,251752,7.6,1995,140,52000000,355237933,3,0.21067658709457754
tt0286499,Bend It Like Beckham,PG-13,100520,6.6,2002,112,5087943,76583333,3,0.3970786646293012
tt0093075,The Gate,PG-13,13925,6.1,1987,85,NotAvailable,13539458,2,0.3572702209984985
tt4669788,On the Basis of Sex,PG-13,16239,6.9,2018,120,20000000,38673750,3,0.4670354830800777
tt0090685,Back to School,PG-13,26168,6.6,1986,96,11000000,91258000,1,0.2674625092466585
tt0103859,Boomerang,R,24243,5.5,1992,117,42000000,131052444,3,0.3055020595522388
tt2170427,Good Kids,R,8524,6.1,2016,86,3000000,23627,NotAvailable,0.4961358976099537
tt0384286,Cry Wolf,PG-13,25260,5.8,2005,90,1000000,15585495,3,0.3477020835883424
tt1748179,Red Lights,R,56131,6.2,2012,114,18123353,13551174,NotAvailable,0.37155494003115264
tt1216492,Leap Year,PG,88335,6.5,2010,100,19000000,32607316,3,0.3935975878292099
tt0470055,Open Water 2: Adrift,R,16665,5.1,2006,94,1417875,6816129,NotAvailable,0.3152644979217604
tt0117589,Secrets & Lies,R,34484,8.0,1996,136,4500000,13417292,3,0.3942332851247288
tt4042818,The Death and Life of John F. Donovan,R,2938,6.1,2018,123,35000000,3326364,2,0.4745994343873518
tt1606378,A Good Day to Die Hard,R,191220,5.3,2013,98,92000000,304654182,1,0.2375650363683663
tt0259711,Vanilla Sky,R,237723,6.9,2001,136,68000000,203388341,1,0.33918139177777784
tt1764183,Arbitrage,R,47680,6.6,2012,107,12000000,35485056,2,0.3245342074980901
tt4731136,A Cure for Wellness,R,73747,6.4,2016,146,40000000,26620002,1,0.3721811224690372
tt0105824,Wind,PG-13,2335,6.5,1992,126,29000000,5519569,NotAvailable,0.2425770316288209
tt0230600,The Others,PG-13,319957,7.6,2001,104,17000000,209947037,3,0.4272366107782101
tt6857166,Book Club,PG-13,21218,6.1,2018,104,10000000,104438188,3,0.6030483676331878
tt0808279,Funny Games,R,85576,6.5,2007,111,15000000,7938872,NotAvailable,0.37572799378174976
tt0808510,Tooth Fairy,PG,39151,5.0,2010,101,48000000,112462508,NotAvailable,0.35112196608923885
tt0964517,The Fighter,R,322086,7.8,2010,116,25000000,129190869,2,0.3479906624125452
tt0432021,Resident Evil: Extinction,R,175975,6.3,2007,94,45000000,147717833,3,0.34716167088737204
tt0892318,Letters to Juliet,PG,87613,6.5,2010,105,30000000,79181750,3,0.4370071775923607
tt4778988,LBJ,R,4850,6.5,2016,98,26000000,2510151,NotAvailable,0.3667608537897105
tt1213641,First Man,PG-13,140028,7.3,2018,141,59000000,105697415,3,0.36014070613505744
tt0338013,Eternal Sunshine of the Spotless Mind,R,845863,8.3,2004,108,20000000,72258126,2,0.3506071941804512
tt0480011,Straightheads,R,6490,5.6,2007,80,3531184,381203,NotAvailable,0.3768233832150776
tt0102798,Robin Hood: Prince of Thieves,PG-13,169386,6.9,1991,143,48000000,390493908,3,0.2592561070919437
tt1029234,Martyrs,R,76838,7.1,2008,99,6500000,1149138,3,0.4366934863724138
tt0091828,Raw Deal,R,28525,5.6,1986,106,8500000,16209459,NotAvailable,0.243704496450554
tt0829482,Superbad,R,494207,7.6,2007,113,20000000,169871719,3,0.3052618867593607
tt3068194,Love & Friendship,PG,21642,6.4,2016,90,3000000,21401949,3,0.5702112240214477
tt1075747,Jonah Hex,PG-13,52938,4.7,2010,81,47000000,10903312,NotAvailable,0.2972820396769852
tt0405336,Southland Tales,R,35551,5.4,2006,145,17000000,374743,3,0.2864561168855492
tt0400525,The Ice Harvest,R,22537,6.3,2005,92,16000000,10156968,NotAvailable,0.24368874642201835
tt2120120,Pixels,PG-13,122960,5.6,2015,105,88000000,244874809,1,0.4013525915565195
tt0433387,Harsh Times,R,60852,6.9,2005,116,2000000,5969708,NotAvailable,0.2343303681609196
tt0453562,42,PG-13,79310,7.5,2013,128,40000000,97470701,2,0.2996615881985816
tt0409459,Watchmen,R,472271,7.6,2009,162,130000000,185258983,3,0.2861592823378334
tt0949731,The Happening,R,188771,5.0,2008,91,48000000,163403799,NotAvailable,0.364773200008643
tt0441881,Danger Close: The Battle of Long Tan,R,2427,7.0,2019,118,24666474,2034844,NotAvailable,0.3536786186413642
tt2948840,Life,R,6819,6.0,2015,111,12000000,1231606,3,0.35992573451253485
tt1385826,The Adjustment Bureau,PG-13,231794,7.0,2011,106,50200000,127869379,3,0.3074888915644979
tt5439796,Logan Lucky,PG-13,111304,7.0,2017,118,29000000,48453605,3,0.3909864944452247
tt0094898,Coming to America,R,150873,7.0,1988,116,39000000,288752301,3,0.3036101178658536
tt0457419,Mr. Magorium's Wonder Emporium,G,40955,6.2,2007,93,65000000,69474661,0,0.3118093988829989
tt1235796,Ondine,PG-13,19268,6.8,2009,111,12000000,1655149,3,0.4018229164780406
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,38268,6.2,2014,81,28000000,100654149,3,0.538838456855792
tt4139124,Keanu,R,42890,6.3,2016,100,15000000,20651333,3,0.3463197828338762
tt2170593,St. Vincent,PG-13,90841,7.2,2014,102,13000000,54837234,3,0.4936812653951889
tt1966359,Father Figures,R,15529,5.5,2017,113,25000000,25601244,NotAvailable,0.40210262876599934
tt0414852,Banlieue 13,R,63856,7.2,2004,84,15045267,9776625,0,0.18080428511511512
tt3829920,Only the Brave,PG-13,49361,7.7,2017,134,38000000,25754775,2,0.3999370846219201
tt2908446,Insurgent,PG-13,204393,6.2,2015,119,110000000,297002527,3,0.5126164199529412
tt1840417,The Words,PG-13,71471,7.0,2012,102,6000000,13231461,1,0.31786782849411765
tt0099674,The Godfather: Part III,R,333448,7.6,1990,162,54000000,136766062,3,0.1740443239429192
tt0499556,War,R,82171,6.2,2007,103,25000000,40481352,NotAvailable,0.22056271861159926
tt1401152,Unknown,PG-13,238392,6.8,2011,113,30000000,130786397,1,0.3100886430331753
tt0332452,Troy,R,462215,7.2,2004,163,175000000,497409852,1,0.2540803133281169
tt0429715,The Business,R,12697,6.7,2005,97,3849041,2541675,NotAvailable,0.2070460086830467
tt0301199,Dirty Pretty Things,R,39112,7.3,2002,97,10000000,13904766,3,0.2839206066128328
tt0369436,Four Christmases,PG-13,59093,5.6,2008,88,80000000,163733697,3,0.4244074072
tt1305583,Our Family Wedding,PG-13,6507,5.0,2010,103,14000000,21409028,3,0.3857809745218245
tt8663516,Child's Play,R,29105,5.9,2019,90,10000000,44902237,NotAvailable,0.5252456128018758
tt1037705,The Book of Eli,R,278009,6.9,2010,118,80000000,157107755,3,0.31470795523020256
tt9082020,Cold Blood Legacy,TV-PG,2252,4.5,2019,91,2700000,1009888,NotAvailable,0.4588543472963724
tt1103153,Killers,PG-13,83577,5.4,2010,100,75000000,98159963,NotAvailable,0.4271530343621236
tt7026672,Every Day,PG-13,15157,6.4,2018,97,4900000,10421847,NotAvailable,0.5196435151510649
tt1109624,Paddington,PG,88042,7.2,2014,95,55000000,268047808,3,0.4891608692625169
tt1568338,Man on a Ledge,PG-13,139185,6.6,2012,102,42000000,46221189,1,0.3561827356913828
tt3567288,The Visit,PG-13,105536,6.2,2015,94,5000000,98450062,3,0.6155336422988507
tt0374102,Open Water,R,49050,5.7,2003,79,500000,54667954,1,0.3255983072727273
tt0159365,Cold Mountain,R,134040,7.2,2003,154,79000000,173013509,3,0.3657709075774648
tt1032755,RocknRolla,R,223357,7.3,2008,114,18000000,25739994,1,0.2920720569511149
tt4291600,Lady Macbeth,R,16138,6.8,2016,89,736803,5401447,NotAvailable,0.5119954410085695
tt1531901,Byzantium,R,39052,6.5,2012,118,12414649,828284,3,0.4426733568711311
tt2870708,Wish I Was Here,R,35307,6.7,2014,106,6000000,5483299,3,0.4357524030905157
tt0381849,3:10 to Yuma,R,274485,7.7,2007,122,55000000,70016220,0,0.19007894782405
tt0230030,Bedazzled,PG-13,92322,6.0,2000,93,48000000,90383208,NotAvailable,0.3489265115343916
tt2465146,And So It Goes,PG-13,11868,5.8,2014,94,18000000,25419147,NotAvailable,0.5299459452163061
tt0380510,The Lovely Bones,PG-13,148205,6.7,2009,135,65000000,93621340,3,0.4193488795407408
tt0092099,Top Gun,PG,270171,6.9,1986,110,15000000,356830601,2,0.2224478662789598
tt1478964,Attack the Block,R,95320,6.6,2011,88,13000000,5824175,3,0.3505575035210396
tt1213663,The World's End,R,243098,7.0,2013,109,20000000,46089287,2,0.27792005880450904
tt0401729,John Carter,PG-13,245550,6.6,2012,132,250000000,284139100,3,0.3537239625012432
tt0091778,Poltergeist II: The Other Side,PG-13,23413,5.7,1986,91,19000000,40996665,NotAvailable,0.35144948041966423
tt0113071,First Knight,PG-13,64385,6.0,1995,134,55000000,127600435,2,0.2367378581479888
tt1951266,The Hunger Games: Mockingjay - Part 2,PG-13,261530,6.5,2015,137,160000000,653428261,3,0.483381721125
tt0332379,The School of Rock,PG-13,250964,7.1,2003,109,35000000,131095614,3,0.3378455935975497
tt0095853,Permanent Record,PG-13,1788,6.4,1988,91,8000000,1893139,NotAvailable,0.25125364337952616
tt1999890,Hell Fest,R,11030,5.5,2018,89,5500000,18159691,NotAvailable,0.4810592832895601
tt0142688,The Ninth Gate,R,156259,6.7,1999,133,38000000,58401898,1,0.3060296793877552
tt0305357,Charlie's Angels: Full Throttle,PG-13,115378,4.9,2003,106,120000000,259175788,3,0.4140442261710399
tt0116322,Flipper,PG,9597,5.2,1996,95,25530000,20080020,NotAvailable,0.31316997586419754
tt0106226,The Age of Innocence,PG,45818,7.2,1993,139,34000000,32255440,3,0.301071952371713
tt0181316,Blue Streak,PG-13,70400,6.3,1999,93,65000000,117758500,1,0.20972365272727272
tt0110216,Junior,PG-13,62075,4.6,1994,109,60000000,108431355,NotAvailable,0.2856659969875855
tt6820256,Arctic,PG-13,30991,6.8,2018,98,2000000,4144008,NotAvailable,0.3701471152083333
tt2692904,Locke,R,124424,7.1,2013,85,2000000,5090608,0,0.18228409483644856
tt0816442,The Book Thief,PG-13,121167,7.6,2013,131,19000000,76586316,3,0.399522521509901
tt1821694,RED 2,PG-13,151763,6.6,2013,116,84000000,148075565,3,0.3398244629815126
tt4572792,The Book of Henry,PG-13,21208,6.6,2017,105,10000000,4596705,NotAvailable,0.5911200945413961
tt0120735,"Lock, Stock and Two Smoking Barrels",R,503322,8.2,1998,107,NotAvailable,3753929,1,0.21967422262857145
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,401597,6.1,2008,122,185000000,786636033,1,0.31993087545551224
tt0118655,Austin Powers: International Man of Mystery,PG-13,210922,7.0,1997,89,16500000,67683989,2,0.28404612515564776
tt1935179,Mud,PG-13,159277,7.4,2012,130,10000000,32613173,1,0.35608874634768073
tt1583420,Larry Crowne,PG-13,60133,6.1,2011,98,30000000,72008245,NotAvailable,0.3874467856896552
tt0395699,The Pacifier,PG,82401,5.6,2005,95,56000000,198636868,3,0.3592983662725832
tt0215129,Road Trip,R,150912,6.4,2000,93,16000000,119754278,NotAvailable,0.3070762940554963
tt0097322,The Fabulous Baker Boys,R,20625,6.8,1989,114,13000000,18428904,NotAvailable,0.3013888953590945
tt0278295,All About the Benjamins,R,12156,5.9,2002,95,15000000,26306533,NotAvailable,0.2616418060833029
tt7959026,The Mule,R,81851,7.0,2018,116,50000000,174504407,2,0.3791465832426471
tt2218003,Closed Circuit,R,20735,6.2,2013,96,15000000,6331939,2,0.35473651722196153
tt2184339,The Purge,R,189214,5.7,2013,85,3000000,89328627,3,0.38961344055437097
tt0111503,True Lies,R,224675,7.2,1994,141,115000000,378882411,3,0.2587037449875044
tt0389722,30 Days of Night,R,158105,6.6,2007,113,30000000,75505977,2,0.2740019796725441
tt1195478,The Five-Year Engagement,R,89589,6.2,2012,124,30000000,53909751,3,0.39595420733882025
tt0124179,Two Girls and a Guy,R,6624,5.5,1997,84,1000000,2057193,NotAvailable,0.30004986282855234
tt4425200,John Wick: Chapter 2,R,322215,7.5,2017,122,40000000,171539887,1,0.3213117902307692
tt0960731,Bedtime Stories,PG,83952,6.0,2008,99,80000000,212874864,3,0.3773246649223692
tt0160916,The Story of Us,R,20504,6.0,1999,95,50000000,58900031,NotAvailable,0.361652349898051
tt0406759,The Eye,PG-13,49778,5.4,2008,98,12000000,56964642,3,0.4185854150573937
tt1872818,Liberal Arts,PG-13,34552,6.7,2012,97,2000000,1150681,1,0.3429015859567198
tt0098577,Vampire's Kiss,R,12821,6.0,1988,103,2000000,725131,NotAvailable,0.27416174112855324
tt1483013,Oblivion,PG-13,462762,7.0,2013,124,120000000,286168572,3,0.34112827844212834
tt0339642,Daltry Calhoun,PG-13,2187,5.1,2005,100,3000000,12551,NotAvailable,0.335936752852432
tt0110932,Quiz Show,PG-13,61869,7.5,1994,133,31000000,24822619,2,0.206831947860262
tt0108451,Untamed Heart,PG-13,12073,6.8,1993,102,7500000,18898806,3,0.3703342908086925
tt1499666,Kimssi pyoryugi,PG-13,14851,8.1,2009,116,5000000,3732224,NotAvailable,0.3266645858081244
tt7668870,Searching,PG-13,113969,7.7,2018,102,880000,75462037,1,0.5314622964798207
tt0485985,Red Tails,PG-13,32187,5.9,2012,125,58000000,50365377,2,0.26358081655283805
tt0093638,No Man's Land,R,3904,6.1,1987,106,8000000,2877571,NotAvailable,0.25819553516293675
tt1456941,"Tomorrow, When the War Began",R,29515,6.2,2010,103,22550782,16504936,3,0.4321390991127623
tt0450405,Cirque du Freak: The Vampire's Assistant,PG-13,41530,5.9,2009,109,40000000,39232113,NotAvailable,0.3228734627308448
tt0093773,Predator,R,352535,7.8,1987,107,15000000,98399056,0,0.20614292180285346
tt0099800,House Party,R,12178,6.4,1990,100,2500000,26385627,NotAvailable,0.2547473507975921
tt0113253,Halloween: The Curse of Michael Myers,R,28967,4.9,1995,87,5000000,15116634,NotAvailable,0.32220662542386186
tt1895587,Spotlight,R,379186,8.1,2015,129,20000000,98275238,1,0.3912833331135879
tt1462041,Dream House,PG-13,60675,6.0,2011,84,50000000,38502340,3,0.3881516978466454
tt0089791,Pee-wee's Big Adventure,PG,47217,7.0,1985,91,6000000,40940662,NotAvailable,0.2713524636923658
tt0088763,Back to the Future,PG,967340,8.5,1985,116,19000000,388355305,2,0.3023480254694901
tt1100051,Bereavement,R,6366,5.1,2010,103,3600000,43712,NotAvailable,0.4270819350474547
tt1399683,Winter's Bone,R,129716,7.2,2010,100,2000000,13796834,3,0.418800353936255
tt1082807,The Belko Experiment,R,39953,6.1,2016,89,5000000,11084630,3,0.4305961068605224
tt0326905,The Great Raid,R,20604,6.7,2005,132,80000000,10777375,NotAvailable,0.23526110380199936
tt0107007,Gettysburg,PG,24865,7.7,1993,271,25000000,10769960,0,0.14835894126302626
tt0816692,Interstellar,PG-13,1351381,8.6,2014,169,165000000,677471339,3,0.4267331464354889
tt0373883,Halloween,R,104797,6.1,2007,109,15000000,80253908,3,0.3940927175928145
tt0358135,Shall We Dance,PG-13,41302,6.1,2004,106,50000000,170128460,NotAvailable,0.35713184889094274
tt0477071,Premonition,PG-13,70329,5.9,2007,96,20000000,84297309,3,0.4312483958533421
tt1245492,This Is the End,R,367337,6.6,2013,107,32000000,126041322,1,0.2611545510089974
tt2980516,The Theory of Everything,PG-13,370998,7.7,2014,123,15000000,123726688,3,0.5532577511662011
tt0306841,The Lizzie McGuire Movie,PG,33813,5.5,2003,94,17000000,55534455,3,0.4378625170734464
tt5360952,The Hurricane Heist,PG-13,16566,5.1,2018,103,35000000,32517248,NotAvailable,0.3986615666985999
tt0105217,Raising Cain,R,12842,6.1,1992,92,12000000,37170057,NotAvailable,0.289928992459893
tt1170358,The Hobbit: The Desolation of Smaug,PG-13,574702,7.8,2013,161,225000000,958366855,3,0.29690872311874106
tt1068242,Footloose,PG-13,44062,5.9,2011,113,24000000,63543328,3,0.3376757138059231
tt0477348,No Country for Old Men,R,787883,8.1,2007,122,25000000,171627166,3,0.2158078167866324
tt0423169,Sherrybaby,R,11218,6.6,2006,96,2000000,622806,3,0.4542049825665602
tt7054636,A Madea Family Funeral,PG-13,2875,4.3,2019,109,20000000,74747725,NotAvailable,0.4942715336242038
tt0452598,Cheaper by the Dozen 2,PG,51592,5.5,2005,94,60000000,129181830,NotAvailable,0.3771699683306581
tt0119535,A Life Less Ordinary,R,33263,6.4,1997,103,12000000,4366722,2,0.3149424222114981
tt1781922,No Escape,R,72249,6.8,2015,103,16200000,54418872,NotAvailable,0.4848227350601685
tt8085790,Little,PG-13,7239,5.4,2019,109,20000000,48800575,NotAvailable,0.5801472010857788
tt0259324,Ghost Rider,PG-13,213259,5.2,2007,114,110000000,228738393,NotAvailable,0.24454595120760966
tt4914580,Mil-jeong,TV-MA,7051,7.1,2016,140,8620000,54491162,NotAvailable,0.3258670944146341
tt0144142,Committed,R,3549,5.1,2000,98,3000000,40361,NotAvailable,0.4171093471428572
tt0110997,The River Wild,PG-13,39070,6.4,1994,111,45000000,94216343,NotAvailable,0.2897458620335905
tt0212985,Hannibal,R,241248,6.8,2001,131,87000000,351692268,3,0.3178601026027398
tt7690670,Superfly,R,5283,5.1,2018,116,16000000,20780685,NotAvailable,0.3825366547375689
tt2325977,Strangerland,R,8203,5.2,2015,112,10000000,111107,NotAvailable,0.5088055624868559
tt6133466,The First Purge,R,45728,5.1,2018,98,13000000,137056262,3,0.4619714705603789
tt0120802,Le violon rouge,R,30443,7.6,1998,130,18000000,10019109,3,0.2871897327566834
tt3760922,My Big Fat Greek Wedding 2,PG-13,26572,6.0,2016,94,18000000,88923251,3,0.5407780676172567
tt2720826,Birth of the Dragon,PG-13,6405,5.4,2016,95,31000000,7215027,NotAvailable,0.3249792216659529
tt3967878,Inrang,TV-MA,2924,6.0,2018,139,17846911,6186447,NotAvailable,0.4015907085153061
tt0414055,Elizabeth: The Golden Age,PG-13,63540,6.8,2007,114,55000000,74237563,3,0.3252212548253969
tt0985694,Machete,R,184595,6.6,2010,105,10500000,44093316,3,0.4200884600416037
tt1663202,The Revenant,R,644756,8.0,2015,156,135000000,532950503,0,0.4405094741636583
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,45411,6.6,1996,89,3800000,20949601,NotAvailable,0.2764437514447806
tt3861390,Dumbo,PG,50495,6.3,2019,112,170000000,353284621,NotAvailable,0.4220479815347826
tt0313792,Anything Else,R,28568,6.4,2003,108,18000000,13585075,NotAvailable,0.31440805986804365
tt5592248,The Beguiled,R,45807,6.3,2017,93,10500000,27397655,3,0.3834193322696011
tt0101393,Backdraft,R,67622,6.7,1991,137,40000000,152368585,NotAvailable,0.2317174657797772
tt1563742,Overboard,PG-13,28825,6.0,2018,112,12000000,91244913,3,0.5014132985481718
tt0264464,Catch Me If You Can,PG-13,747125,8.1,2002,141,52000000,352114312,1,0.2719606164564944
tt4061010,Go with Me,R,8177,5.3,2015,90,8000000,426491,NotAvailable,0.4787831305388761
tt0099422,Dick Tracy,PG,54448,6.1,1990,105,47000000,162738726,1,0.2715492763580247
tt0155753,I'll Be Home for Christmas,PG,8358,5.5,1998,86,30000000,12214338,NotAvailable,0.32530977134863703
tt5478478,Hostiles,R,58203,7.2,2017,134,39000000,35669017,3,0.3836254368235295
tt2172934,3 Days to Kill,PG-13,83124,6.2,2014,117,28000000,52597999,3,0.4070216306270749
tt1433822,The Apparition,PG-13,18373,4.1,2012,82,17000000,9627492,NotAvailable,0.4105099862303665
tt1716777,People Like Us,PG-13,40102,7.1,2012,114,16000000,12558931,3,0.3906512153659476
tt0304669,The Santa Clause 2,G,46043,5.6,2002,104,65000000,172855065,1,0.3975336707003476
tt0300471,Shanghai Knights,PG-13,95766,6.2,2003,114,50000000,88323487,1,0.3042526335505618
tt5979872,Bleach: Burîchu,TV-14,9072,6.4,2018,108,3598902,3729856,NotAvailable,0.513278285356383
tt0088847,The Breakfast Club,R,326127,7.9,1985,97,1000000,51525171,3,0.3228439491254125
tt0101798,Edward II,R,2275,6.8,1991,87,NotAvailable,706131,NotAvailable,0.262003695
tt0094033,Steel Dawn,R,4356,5.1,1987,100,3520000,562187,NotAvailable,0.22338908758928566
tt0095889,Poltergeist III,PG-13,15935,4.7,1988,98,10500000,14114488,3,0.3322414214397424
tt1801552,Gotti,R,11660,4.8,2018,112,10000000,6412349,NotAvailable,0.3405704064855605
tt0095925,Pumpkinhead,R,18709,6.2,1988,86,3500000,4385516,3,0.2685625743403441
tt0389860,Click,PG-13,289056,6.4,2006,107,82500000,237681299,3,0.29025240946286657
tt0196229,Zoolander,PG-13,235450,6.5,2001,90,28000000,60780981,3,0.30899658718875506
tt1409024,Men in Black 3,PG-13,318824,6.8,2012,106,225000000,624026776,1,0.2910443911051213
tt0112571,Boys on the Side,R,11309,6.5,1995,115,21000000,23440188,3,0.4061958514828375
tt3682448,Bridge of Spies,PG-13,269245,7.6,2015,142,40000000,165478348,1,0.3607567947453644
tt1024255,Wild Child,PG-13,46393,6.1,2008,124,20000000,21972336,3,0.5091146959953161
tt1753383,A Dog's Purpose,PG,58673,7.1,2017,100,22000000,205736628,1,0.4960830066990292
tt0889588,The Children of Huang Shi,R,9049,7.0,2008,125,40000000,7785975,NotAvailable,0.3468832446889089
tt0455824,Australia,PG-13,115277,6.6,2008,165,130000000,211368784,2,0.3518675303226837
tt0357277,Elektra,PG-13,83712,4.7,2005,97,43000000,56681566,3,0.33502842761623
tt1853739,You're Next,R,81962,6.5,2011,95,1000000,26895481,3,0.3544621289052795
tt3216348,Incarnate,PG-13,10632,5.2,2016,91,5000000,6341855,NotAvailable,0.4733834722222222
tt0443543,The Illusionist,PG-13,341419,7.6,2006,110,16500000,87892388,0,0.1952522533482143
tt1156466,Undisputed III: Redemption,R,36692,7.4,2010,96,3000000,285709,NotAvailable,0.22848920524120606
tt0305224,Anger Management,PG-13,194913,6.2,2003,106,75000000,195745823,1,0.27030737782707626
tt2582802,Whiplash,R,643622,8.5,2014,106,3300000,48982041,1,0.2958695538959811
tt7008872,Boy Erased,R,23729,6.9,2018,115,11000000,11853081,1,0.3572696861481481
tt2333784,The Expendables 3,PG-13,159988,6.1,2014,126,90000000,214657577,0,0.3087358299187726
tt3739110,The Yellow Birds,R,2736,5.7,2017,94,12000000,57946,NotAvailable,0.3773578498689655
tt0174480,Autumn in New York,PG-13,23760,5.7,2000,103,65000000,90726668,1,0.3663027401023891
tt0283003,Spun,R,35681,6.8,2002,101,2000000,685608,3,0.3689450220575112
tt2660888,Star Trek Beyond,PG-13,214761,7.1,2016,122,185000000,343471816,1,0.3668932472222222
tt0096071,The Serpent and the Rainbow,R,20784,6.5,1988,98,7000000,19595031,NotAvailable,0.256529711334214
tt2261331,Black Sea,R,32716,6.4,2014,114,13252669,4070789,0,0.2957307317857143
tt1179891,My Bloody Valentine,R,51723,5.4,2009,101,15000000,100734718,2,0.3675528662376237
tt0203019,Men of Honor,R,102498,7.2,2000,129,32000000,82343495,1,0.24568397034163705
tt0099409,Desperate Hours,R,6514,5.4,1990,105,18000000,2742912,NotAvailable,0.2706144047319233
tt0399295,Lord of War,R,282134,7.6,2005,122,50000000,72617068,2,0.2274977351356239
tt0145487,Spider-Man,PG-13,653921,7.3,2002,121,139000000,825025036,1,0.2772651616966068
tt0255819,Baby Boy,R,12005,6.4,2001,130,16000000,29381649,NotAvailable,0.3158256730801394
tt2719848,Everest,PG-13,185087,7.1,2015,121,55000000,203427584,2,0.3742454985496183
tt0120609,The Big Hit,R,27483,6.1,1998,91,13000000,27007143,NotAvailable,0.2730332760486177
tt0090357,Young Sherlock Holmes,PG-13,17900,6.8,1985,109,18000000,19739575,NotAvailable,0.2755819293717277
tt0183523,Mission to Mars,PG,67917,5.7,2000,114,100000000,110983407,1,0.3174798319411566
tt1584131,The Last Godfather,PG-13,1082,3.6,2010,100,13400000,16750830,NotAvailable,0.30738013716357043
tt0486583,Fred Claus,PG,37662,5.6,2007,116,100000000,97838349,1,0.27173126058688146
tt2387589,The Girl on the Train,R,840,4.3,2016,80,8000000,3124,NotAvailable,0.3800443912161223
tt0090605,Aliens,R,615248,8.4,1986,137,18500000,131335326,3,0.25856859631315426
tt0119848,Out to Sea,PG-13,7478,6.1,1997,106,33000000,30716901,NotAvailable,0.28377106323268203
tt0108238,Striking Distance,R,38471,5.8,1993,102,30000000,24107867,NotAvailable,0.2268503657431121
tt0089346,Into the Night,R,10211,6.5,1985,115,8000000,7562164,NotAvailable,0.2686327531545741
tt0306685,Cradle 2 the Grave,R,39709,5.8,2003,101,25000000,56489558,1,0.2547971384997634
tt0113101,Four Rooms,R,92928,6.8,1995,98,4000000,4257354,3,0.2918120768150685
tt1532958,Battle of the Year,PG-13,8856,5.0,2013,110,20000000,16549477,NotAvailable,0.26504245512111385
tt6423362,The Sun Is Also a Star,PG-13,3017,5.7,2019,100,9000000,6650029,NotAvailable,0.4820752496072685
tt0432325,Die Höhle des gelben Hundes,G,2766,7.6,2005,93,815018,3447214,3,0.4567449925402505
tt1622979,Final Destination 5,R,100619,5.8,2011,92,40000000,157887643,2,0.3342872675622776
tt1758595,Diana,PG-13,17987,5.5,2013,113,15000000,21766271,NotAvailable,0.4121048290618101
tt4824308,God's Not Dead 2,PG,10638,4.3,2016,120,5000000,24487848,NotAvailable,0.5022549641413926
tt0882977,Snitch,PG-13,79464,6.4,2013,112,15000000,57824674,NotAvailable,0.3202572902155172
tt1334102,The Resident,R,25302,5.3,2011,91,20000000,489866,NotAvailable,0.41357572117302055
tt2119532,Hacksaw Ridge,R,385351,8.1,2016,139,40000000,175302354,1,0.3610195942737337
tt0274558,The Hours,PG-13,118657,7.5,2002,110,25000000,108846072,3,0.4519950360762608
tt0120632,City of Angels,PG-13,108674,6.7,1998,114,55000000,198685114,3,0.2927407001929093
tt0095497,The Last Temptation of Christ,R,47823,7.6,1988,164,7000000,8865702,2,0.1961228779381443
